# jdk-only method-granular multi-image sweep — H25-1 N1
# regenerate: scripts/jdk-only-image-method-index.py per image, then scripts/jdk-only-image-method-sweep.py --tsv
# census: /data/w45work/census.json (8317 registrations, strict mode)
# images: jdk17-linux=17.0.20.1 jdk17-mac-x64=17.0.20.1 jdk17-windows=17.0.20 jdk21-linux=21.0.12 jdk21-mac-x64=21.0.12 jdk21-windows=21.0.12 jdk25-linux=25.0.4 jdk25-mac-x64=25.0.4 jdk25-windows=25.0.4
# canary java/lang/StringUTF16.isBigEndian()Z: cross-version
# verdicts: cross-version=399 dead-everywhere=263 field-shaped=49 live=6507 no-image-class=1099
#
# cross-version rows MUST NOT be deleted: an image this host does not
# run declares the method.
# field-shaped rows MUST NOT be deleted either: the name IS on the
# hierarchy, as a FIELD. An index built from the method table alone calls
# them dead and is wrong; WORKER 3's independent javap sweep found the
# same shape (38 rows there, 42 here).
# dead-everywhere rows are the retirable population, and retiring them is
# predicted to move the shadow census by ZERO — they are never
# dispatched (H25-1 §3).
verdict	shape	class	name	descriptor	owns_slot	registered_by	declared_by
cross-version	-	java/util/concurrent/atomic/AtomicLong	VMSupportsCS8	()Z	yes	native-builtins/src/util_concurrent_ext.rs:298	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	javax/tools/StandardLocation	computeIsModuleOrientedLocation	(Ljava/lang/String;)Z	yes	native-builtins/src/lib.rs:8480	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	currentCarrierThread	()Ljava/lang/Thread;	no	native-builtins/src/lib.rs:34969	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	currentCarrierThread	()Ljava/lang/Thread;	yes	native-builtins/src/shared_secrets_bridge.rs:2116	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	findNative	(Ljava/lang/ClassLoader;Ljava/lang/String;)J	yes	native-builtins/src/shared_secrets_bridge.rs:2201	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/access/JavaLangAccess	getBytesNoRepl	(Ljava/lang/String;Ljava/nio/charset/Charset;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:2208	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/access/JavaLangAccess	getCarrierThreadLocal	(Ljdk/internal/misc/CarrierThreadLocal;)Ljava/lang/Object;	yes	native-builtins/src/shared_secrets_bridge.rs:2134	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	isCarrierThreadLocalPresent	(Ljdk/internal/misc/CarrierThreadLocal;)Z	yes	native-builtins/src/shared_secrets_bridge.rs:2152	jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/access/JavaLangAccess	removeCarrierThreadLocal	(Ljdk/internal/misc/CarrierThreadLocal;)V	yes	native-builtins/src/shared_secrets_bridge.rs:2146	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	setCarrierThreadLocal	(Ljdk/internal/misc/CarrierThreadLocal;Ljava/lang/Object;)V	yes	native-builtins/src/shared_secrets_bridge.rs:2140	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	start	(Ljava/lang/Thread;Ljdk/internal/vm/ThreadContainer;)V	yes	native-builtins/src/shared_secrets_bridge.rs:2189	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/access/JavaLangAccess	uncheckedGetBytesNoRepl	(Ljava/lang/String;Ljava/nio/charset/Charset;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:2208	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	address	()J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3853	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfByte;J)B	yes	native-builtins/src/phases_late/foreign_ffm.rs:3854	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfInt;J)I	yes	native-builtins/src/phases_late/foreign_ffm.rs:3866	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfLong;J)J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3872	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfShort;J)S	yes	native-builtins/src/phases_late/foreign_ffm.rs:3860	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	getString	(J)Ljava/lang/String;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3884	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/AbstractMemorySegmentImpl	scope	()Ljava/lang/foreign/MemorySegment$Scope;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3895	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	address	()J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3853	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfByte;J)B	yes	native-builtins/src/phases_late/foreign_ffm.rs:3854	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfInt;J)I	yes	native-builtins/src/phases_late/foreign_ffm.rs:3866	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfLong;J)J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3872	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfShort;J)S	yes	native-builtins/src/phases_late/foreign_ffm.rs:3860	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	getString	(J)Ljava/lang/String;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3884	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MappedMemorySegmentImpl	scope	()Ljava/lang/foreign/MemorySegment$Scope;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3895	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/MemorySessionImpl	createHeap	(Ljava/lang/Object;)Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3627	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	address	()J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3853	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfByte;J)B	yes	native-builtins/src/phases_late/foreign_ffm.rs:3854	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfInt;J)I	yes	native-builtins/src/phases_late/foreign_ffm.rs:3866	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfLong;J)J	yes	native-builtins/src/phases_late/foreign_ffm.rs:3872	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	get	(Ljava/lang/foreign/ValueLayout$OfShort;J)S	yes	native-builtins/src/phases_late/foreign_ffm.rs:3860	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	getString	(J)Ljava/lang/String;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3884	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/NativeMemorySegmentImpl	scope	()Ljava/lang/foreign/MemorySegment$Scope;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3895	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfAddressImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfBooleanImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfByteImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfCharImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfDoubleImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfFloatImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfIntImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfLongImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/foreign/layout/ValueLayouts$OfShortImpl	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4263	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/NativeLibraries	load	(Ljdk/internal/loader/NativeLibraries$NativeLibraryImpl;Ljava/lang/String;ZZ)Z	yes	native-builtins/src/lib.rs:15643	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/NativeLibraries	unload	(Ljava/lang/String;ZJ)V	yes	native-builtins/src/lib.rs:15742	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/NativeLibrary	findEntry0	(JLjava/lang/String;)J	yes	native-builtins/src/panama.rs:5475	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/URLClassPath	<init>	([Ljava/net/URL;)V	yes	native-builtins/src/lib.rs:20610	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/URLClassPath	<init>	([Ljava/net/URL;Ljava/net/URLStreamHandlerFactory;)V	yes	native-builtins/src/lib.rs:20604	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/URLClassPath	findResource	(Ljava/lang/String;)Ljava/net/URL;	yes	native-builtins/src/classloader.rs:6400	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/loader/URLClassPath	findResource	(Ljava/lang/String;Z)Ljava/net/URL;	yes	native-builtins/src/classloader.rs:6406	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/loader/URLClassPath	findResources	(Ljava/lang/String;)Ljava/util/Enumeration;	yes	native-builtins/src/lib.rs:20667	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/CDS	getCDSConfigStatus	()I	yes	native-builtins/src/lib.rs:16564	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/CDS	isDumpingArchive0	()Z	no	native-builtins/src/unsafe_natives_ext.rs:1575	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/CDS	isDumpingArchive0	()Z	yes	native-builtins/src/lib.rs:16551	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/CDS	isDumpingClassList0	()Z	no	native-builtins/src/unsafe_natives_ext.rs:1574	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/CDS	isDumpingClassList0	()Z	yes	native-builtins/src/lib.rs:16545	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/CDS	isSharingEnabled	()Z	yes	native-builtins/src/lib.rs:16539	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/CDS	isSharingEnabled0	()Z	yes	native-builtins/src/unsafe_natives_ext.rs:1581	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	closeScope0	(Ljdk/internal/foreign/MemorySessionImpl;Ljdk/internal/misc/ScopedMemoryAccess$ScopedAccessError;)V	yes	native-builtins/src/lib.rs:17083	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getByte	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)B	yes	native-builtins/src/lib.rs:17107	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getByteInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)B	yes	native-builtins/src/lib.rs:17107	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getInt	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)I	yes	native-builtins/src/lib.rs:17169	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getIntInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)I	yes	native-builtins/src/lib.rs:17169	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getLong	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)J	yes	native-builtins/src/lib.rs:17205	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getLongInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)J	yes	native-builtins/src/lib.rs:17205	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getShort	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)S	yes	native-builtins/src/lib.rs:17133	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	getShortInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;J)S	yes	native-builtins/src/lib.rs:17133	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putByte	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JB)V	yes	native-builtins/src/lib.rs:17115	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putByteInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JB)V	yes	native-builtins/src/lib.rs:17115	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putLong	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JJ)V	yes	native-builtins/src/lib.rs:17223	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putLongInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JJ)V	yes	native-builtins/src/lib.rs:17223	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putShort	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JS)V	yes	native-builtins/src/lib.rs:17151	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/ScopedMemoryAccess	putShortInternal	(Ljdk/internal/foreign/MemorySessionImpl;Ljava/lang/Object;JS)V	yes	native-builtins/src/lib.rs:17151	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/Unsafe	arrayBaseOffset	(Ljava/lang/Class;)I	yes	native-builtins/src/unsafe_natives_ext.rs:962	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/Unsafe	compareAndExchangeObject	(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	yes	native-builtins/src/unsafe_natives.rs:2293	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/Unsafe	weakCompareAndSetObject	(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z	yes	native-builtins/src/unsafe_natives.rs:1954	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/internal/misc/VM	isJavaLangInvokeInited	()Z	yes	native-builtins/src/lib.rs:20724	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/misc/VM	setJavaLangInvokeInited	()V	yes	native-builtins/src/lib.rs:20734	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/perf/Perf	attach0	(I)Ljava/nio/ByteBuffer;	yes	native-builtins/src/lib.rs:16643	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/reflect/Reflection	ensureNativeAccess	(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;Z)V	no	native-builtins/src/deprecated_internal.rs:1147	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/reflect/Reflection	ensureNativeAccess	(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;Z)V	yes	native-builtins/src/deprecated_internal.rs:1147	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/util/ArraysSupport	vectorizedHashCode	(Ljava/lang/Object;IIII)I	yes	native-builtins/src/phases_early.rs:24730	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	binaryOp	(ILjava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;ILjdk/internal/vm/vector/VectorSupport$VectorPayload;Ljdk/internal/vm/vector/VectorSupport$VectorPayload;Ljdk/internal/vm/vector/VectorSupport$VectorMask;Ljdk/internal/vm/vector/VectorSupport$BinaryOperation;)Ljdk/internal/vm/vector/VectorSupport$VectorPayload;	yes	native-builtins/src/vector_support_intrinsics.rs:2160	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	broadcastInt	(ILjava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;ILjdk/internal/vm/vector/VectorSupport$Vector;ILjdk/internal/vm/vector/VectorSupport$VectorMask;Ljdk/internal/vm/vector/VectorSupport$VectorBroadcastIntOp;)Ljdk/internal/vm/vector/VectorSupport$Vector;	yes	native-builtins/src/vector_support_intrinsics.rs:2190	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	fromBitsCoerced	(Ljava/lang/Class;Ljava/lang/Class;IJILjdk/internal/vm/vector/VectorSupport$VectorSpecies;Ljdk/internal/vm/vector/VectorSupport$FromBitsCoercedOperation;)Ljdk/internal/vm/vector/VectorSupport$VectorPayload;	yes	native-builtins/src/vector_support_intrinsics.rs:2220	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	getCPUFeatures	()Ljava/lang/String;	yes	native-builtins/src/vector_api.rs:1916	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	load	(Ljava/lang/Class;Ljava/lang/Class;ILjava/lang/Object;JZLjava/lang/Object;JLjdk/internal/vm/vector/VectorSupport$VectorSpecies;Ljdk/internal/vm/vector/VectorSupport$LoadOperation;)Ljdk/internal/vm/vector/VectorSupport$VectorPayload;	yes	native-builtins/src/vector_support_intrinsics.rs:2231	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	maybeRebox	(Ljdk/internal/vm/vector/VectorSupport$VectorPayload;)Ljdk/internal/vm/vector/VectorSupport$VectorPayload;	yes	native-builtins/src/vector_support_intrinsics.rs:2153	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	reductionCoerced	(ILjava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;ILjdk/internal/vm/vector/VectorSupport$Vector;Ljdk/internal/vm/vector/VectorSupport$VectorMask;Ljdk/internal/vm/vector/VectorSupport$ReductionOperation;)J	yes	native-builtins/src/vector_support_intrinsics.rs:2200	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	store	(Ljava/lang/Class;Ljava/lang/Class;ILjava/lang/Object;JZLjdk/internal/vm/vector/VectorSupport$VectorPayload;Ljava/lang/Object;JLjdk/internal/vm/vector/VectorSupport$StoreVectorOperation;)V	yes	native-builtins/src/vector_support_intrinsics.rs:2241	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	ternaryOp	(ILjava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;ILjdk/internal/vm/vector/VectorSupport$Vector;Ljdk/internal/vm/vector/VectorSupport$Vector;Ljdk/internal/vm/vector/VectorSupport$Vector;Ljdk/internal/vm/vector/VectorSupport$VectorMask;Ljdk/internal/vm/vector/VectorSupport$TernaryOperation;)Ljdk/internal/vm/vector/VectorSupport$Vector;	yes	native-builtins/src/vector_support_intrinsics.rs:2180	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/internal/vm/vector/VectorSupport	unaryOp	(ILjava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;ILjdk/internal/vm/vector/VectorSupport$Vector;Ljdk/internal/vm/vector/VectorSupport$VectorMask;Ljdk/internal/vm/vector/VectorSupport$UnaryOperation;)Ljdk/internal/vm/vector/VectorSupport$Vector;	yes	native-builtins/src/vector_support_intrinsics.rs:2170	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	commit	(J)J	yes	native-builtins/src/jfr.rs:2067	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	drainStaleMethodTracerIds	()[J	yes	native-builtins/src/jfr.rs:2760	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	flush	(Ljdk/jfr/internal/event/EventWriter;II)V	yes	native-builtins/src/jfr.rs:1605	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
